ImageID,ClassName,XMin,YMin,XMax,YMax
person_0040,Person,0.13071886017261902,0.13071886017261902,0.869281139827381,0.869281139827381
person_0041,Person,0.1387353238979846,0.1387353238979846,0.8612646761020154,0.8612646761020154
person_0042,Person,0.13375057374602617,0.13375057374602617,0.8662494262539738,0.8662494262539738
person_0043,Person,0.1041085528967639,0.1041085528967639,0.8958914471032361,0.8958914471032361
person_0044,Person,0.12427351197704811,0.12427351197704811,0.8757264880229518,0.8757264880229518
person_0045,Person,0.13138009308719323,0.13138009308719323,0.8686199069128068,0.8686199069128068
person_0046,Person,0.07633821045077427,0.07633821045077427,0.9236617895492257,0.9236617895492257
person_0047,Person,0.07092323355747443,0.07092323355747443,0.9290767664425256,0.9290767664425256
person_0048,Person,0.09322187775790608,0.09322187775790608,0.9067781222420939,0.9067781222420939
person_0049,Person,0.07427172497424389,0.07427172497424389,0.925728275025756,0.925728275025756
person_0050,Person,0.13245050861615354,0.13245050861615354,0.8675494913838464,0.8675494913838464
person_0051,Person,0.06438534957265424,0.06438534957265424,0.9356146504273457,0.9356146504273457
person_0052,Person,0.060295723821602476,0.060295723821602476,0.9397042761783976,0.9397042761783976
person_0053,Person,0.06730101747236905,0.06730101747236905,0.932698982527631,0.932698982527631
person_0054,Person,0.09847193410402044,0.09847193410402044,0.9015280658959796,0.9015280658959796
person_0055,Person,0.14132622301516445,0.14132622301516445,0.8586737769848356,0.8586737769848356
person_0056,Person,0.08307441465900456,0.08307441465900456,0.9169255853409954,0.9169255853409954
person_0057,Person,0.13152187989526604,0.13152187989526604,0.868478120104734,0.868478120104734
person_0058,Person,0.1359388124365702,0.1359388124365702,0.8640611875634299,0.8640611875634299
person_0059,Person,0.11763983299149172,0.11763983299149172,0.8823601670085083,0.8823601670085083
person_0060,Person,0.12519529163328552,0.12519529163328552,0.8748047083667145,0.8748047083667145
person_0061,Person,0.12392147229345563,0.12392147229345563,0.8760785277065444,0.8760785277065444
person_0062,Person,0.12644787471984664,0.12644787471984664,0.8735521252801534,0.8735521252801534
person_0063,Person,0.07462433482185427,0.07462433482185427,0.9253756651781457,0.9253756651781457
person_0064,Person,0.05459651773450874,0.05459651773450874,0.9454034822654913,0.9454034822654913
person_0065,Person,0.11980541603083855,0.11980541603083855,0.8801945839691614,0.8801945839691614
person_0066,Person,0.07771174715990026,0.07771174715990026,0.9222882528400997,0.9222882528400997
person_0067,Person,0.14885642658058323,0.14885642658058323,0.8511435734194168,0.8511435734194168
person_0068,Person,0.08463166329298011,0.08463166329298011,0.9153683367070199,0.9153683367070199
person_0069,Person,0.08072314095772615,0.08072314095772615,0.9192768590422739,0.9192768590422739
person_0070,Person,0.14378756681994642,0.14378756681994642,0.8562124331800536,0.8562124331800536
person_0071,Person,0.13817751521960275,0.13817751521960275,0.8618224847803972,0.8618224847803972
person_0072,Person,0.11931936579963803,0.11931936579963803,0.8806806342003619,0.8806806342003619
person_0073,Person,0.1094583387031603,0.1094583387031603,0.8905416612968398,0.8905416612968398
person_0074,Person,0.09974795287616106,0.09974795287616106,0.9002520471238389,0.9002520471238389
person_0075,Person,0.06048816301837456,0.06048816301837456,0.9395118369816254,0.9395118369816254
person_0076,Person,0.07964429648977439,0.07964429648977439,0.9203557035102257,0.9203557035102257
person_0077,Person,0.11890220516153399,0.11890220516153399,0.881097794838466,0.881097794838466
person_0078,Person,0.1382584254155224,0.1382584254155224,0.8617415745844776,0.8617415745844776
person_0079,Person,0.05838696141493649,0.05838696141493649,0.9416130385850635,0.9416130385850635
person_0080,Person,0.12049623998437531,0.12049623998437531,0.8795037600156247,0.8795037600156247
person_0081,Person,0.08853745518561512,0.08853745518561512,0.9114625448143849,0.9114625448143849
person_0082,Person,0.12808713990646564,0.12808713990646564,0.8719128600935344,0.8719128600935344
person_0083,Person,0.13664312178031962,0.13664312178031962,0.8633568782196803,0.8633568782196803
person_0084,Person,0.13468144353108208,0.13468144353108208,0.8653185564689179,0.8653185564689179
person_0085,Person,0.07522651628491434,0.07522651628491434,0.9247734837150856,0.9247734837150856
person_0086,Person,0.08942610519109306,0.08942610519109306,0.9105738948089069,0.9105738948089069
person_0087,Person,0.10841543845687751,0.10841543845687751,0.8915845615431225,0.8915845615431225
person_0088,Person,0.09507654911816354,0.09507654911816354,0.9049234508818365,0.9049234508818365
person_0089,Person,0.10291719231206886,0.10291719231206886,0.8970828076879311,0.8970828076879311
person_0090,Person,0.09624823123067994,0.09624823123067994,0.9037517687693201,0.9037517687693201
person_0091,Person,0.0835905560660336,0.0835905560660336,0.9164094439339664,0.9164094439339664
person_0092,Person,0.1281588377342674,0.1281588377342674,0.8718411622657326,0.8718411622657326
person_0093,Person,0.12525345706914226,0.12525345706914226,0.8747465429308577,0.8747465429308577
person_0094,Person,0.07452604502751348,0.07452604502751348,0.9254739549724865,0.9254739549724865
person_0095,Person,0.06268649415122668,0.06268649415122668,0.9373135058487734,0.9373135058487734
person_0096,Person,0.1418129693526725,0.1418129693526725,0.8581870306473275,0.8581870306473275
person_0097,Person,0.10532520225035169,0.10532520225035169,0.8946747977496483,0.8946747977496483
person_0098,Person,0.07962338748441278,0.07962338748441278,0.9203766125155872,0.9203766125155872
person_0099,Person,0.14218972778525601,0.14218972778525601,0.857810272214744,0.857810272214744
person_0100,Person,0.09358312777265254,0.09358312777265254,0.9064168722273475,0.9064168722273475
person_0101,Person,0.14382419524433165,0.14382419524433165,0.8561758047556683,0.8561758047556683
person_0102,Person,0.09523507512890683,0.09523507512890683,0.9047649248710932,0.9047649248710932
person_0103,Person,0.09945129439074041,0.09945129439074041,0.9005487056092596,0.9005487056092596
person_0104,Person,0.09272983257721357,0.09272983257721357,0.9072701674227864,0.9072701674227864
person_0105,Person,0.1350147618617586,0.1350147618617586,0.8649852381382415,0.8649852381382415
person_0106,Person,0.11718823622577934,0.11718823622577934,0.8828117637742207,0.8828117637742207
person_0107,Person,0.0979658458815213,0.0979658458815213,0.9020341541184786,0.9020341541184786
person_0108,Person,0.1383759977815336,0.1383759977815336,0.8616240022184665,0.8616240022184665
person_0109,Person,0.12945985144606387,0.12945985144606387,0.8705401485539361,0.8705401485539361
person_0110,Person,0.09168523215589824,0.09168523215589824,0.9083147678441017,0.9083147678441017
person_0111,Person,0.14090583555483122,0.14090583555483122,0.8590941644451688,0.8590941644451688
person_0112,Person,0.09896246459671654,0.09896246459671654,0.9010375354032835,0.9010375354032835
person_0113,Person,0.06913079168227626,0.06913079168227626,0.9308692083177237,0.9308692083177237
person_0114,Person,0.10465676998202178,0.10465676998202178,0.8953432300179782,0.8953432300179782
person_0115,Person,0.09867521567983584,0.09867521567983584,0.9013247843201642,0.9013247843201642
person_0116,Person,0.10432015242881243,0.10432015242881243,0.8956798475711876,0.8956798475711876
person_0117,Person,0.14422632190674756,0.14422632190674756,0.8557736780932524,0.8557736780932524
person_0118,Person,0.10376216942610761,0.10376216942610761,0.8962378305738924,0.8962378305738924
person_0119,Person,0.06930846474456076,0.06930846474456076,0.9306915352554392,0.9306915352554392
person_0120,Person,0.07767199201749975,0.07767199201749975,0.9223280079825003,0.9223280079825003
person_0121,Person,0.11040512900467425,0.11040512900467425,0.8895948709953257,0.8895948709953257
person_0122,Person,0.06835467740668694,0.06835467740668694,0.931645322593313,0.931645322593313
person_0123,Person,0.07541955171681841,0.07541955171681841,0.9245804482831816,0.9245804482831816
person_0124,Person,0.09216887349409647,0.09216887349409647,0.9078311265059036,0.9078311265059036
person_0125,Person,0.14547101972721715,0.14547101972721715,0.8545289802727829,0.8545289802727829
person_0126,Person,0.11554711334378653,0.11554711334378653,0.8844528866562135,0.8844528866562135
person_0127,Person,0.14362400878879172,0.14362400878879172,0.8563759912112083,0.8563759912112083
person_0128,Person,0.050587633952307975,0.050587633952307975,0.9494123660476921,0.9494123660476921
person_0129,Person,0.05654172011150538,0.05654172011150538,0.9434582798884946,0.9434582798884946
person_0130,Person,0.14309808538396862,0.14309808538396862,0.8569019146160314,0.8569019146160314
person_0131,Person,0.056622443741506934,0.056622443741506934,0.9433775562584931,0.9433775562584931
person_0132,Person,0.1468265128976921,0.1468265128976921,0.8531734871023079,0.8531734871023079
person_0133,Person,0.10911330641807515,0.10911330641807515,0.8908866935819248,0.8908866935819248
person_0134,Person,0.07310279374165174,0.07310279374165174,0.9268972062583483,0.9268972062583483
person_0135,Person,0.07341723170762882,0.07341723170762882,0.9265827682923712,0.9265827682923712
person_0136,Person,0.05216667150758991,0.05216667150758991,0.9478333284924101,0.9478333284924101
person_0137,Person,0.08541191819028365,0.08541191819028365,0.9145880818097163,0.9145880818097163
person_0138,Person,0.1079638061117672,0.1079638061117672,0.8920361938882329,0.8920361938882329
person_0139,Person,0.05071434014191212,0.05071434014191212,0.9492856598580879,0.9492856598580879
person_0140,Person,0.11175203811486278,0.11175203811486278,0.8882479618851372,0.8882479618851372
person_0141,Person,0.06303797146892914,0.06303797146892914,0.9369620285310709,0.9369620285310709
person_0142,Person,0.05932326884754274,0.05932326884754274,0.9406767311524573,0.9406767311524573
person_0143,Person,0.11243544661980126,0.11243544661980126,0.8875645533801988,0.8875645533801988
person_0144,Person,0.08172696458984585,0.08172696458984585,0.9182730354101541,0.9182730354101541
person_0145,Person,0.08382074618745317,0.08382074618745317,0.9161792538125468,0.9161792538125468
person_0146,Person,0.09606997360811398,0.09606997360811398,0.903930026391886,0.903930026391886
person_0147,Person,0.08464659015812981,0.08464659015812981,0.9153534098418702,0.9153534098418702
person_0148,Person,0.11522301128608498,0.11522301128608498,0.884776988713915,0.884776988713915
person_0149,Person,0.13215263709958885,0.13215263709958885,0.8678473629004111,0.8678473629004111
person_0150,Person,0.0962741513601999,0.0962741513601999,0.9037258486398001,0.9037258486398001
person_0151,Person,0.09711574604559908,0.09711574604559908,0.9028842539544009,0.9028842539544009
person_0152,Person,0.07721418590938717,0.07721418590938717,0.9227858140906129,0.9227858140906129
person_0153,Person,0.12773097840337339,0.12773097840337339,0.8722690215966267,0.8722690215966267
person_0154,Person,0.14965267050550923,0.14965267050550923,0.8503473294944908,0.8503473294944908
person_0155,Person,0.14772646726780336,0.14772646726780336,0.8522735327321966,0.8522735327321966
person_0156,Person,0.12016370112970182,0.12016370112970182,0.8798362988702981,0.8798362988702981
person_0157,Person,0.0826500142223433,0.0826500142223433,0.9173499857776567,0.9173499857776567
person_0158,Person,0.09555546609749793,0.09555546609749793,0.904444533902502,0.904444533902502
person_0159,Person,0.09680663915032411,0.09680663915032411,0.9031933608496758,0.9031933608496758
person_0160,Person,0.06766395626242155,0.06766395626242155,0.9323360437375785,0.9323360437375785
person_0161,Person,0.12524879614962248,0.12524879614962248,0.8747512038503775,0.8747512038503775
person_0162,Person,0.11538402650123736,0.11538402650123736,0.8846159734987626,0.8846159734987626
person_0163,Person,0.12243502722048727,0.12243502722048727,0.8775649727795127,0.8775649727795127
person_0164,Person,0.05625896388649332,0.05625896388649332,0.9437410361135067,0.9437410361135067
person_0165,Person,0.07749760540910816,0.07749760540910816,0.9225023945908919,0.9225023945908919
person_0166,Person,0.1387155361233523,0.1387155361233523,0.8612844638766477,0.8612844638766477
person_0167,Person,0.06905218164608057,0.06905218164608057,0.9309478183539195,0.9309478183539195
person_0168,Person,0.10807594015082478,0.10807594015082478,0.8919240598491752,0.8919240598491752
person_0169,Person,0.07339465324860966,0.07339465324860966,0.9266053467513904,0.9266053467513904
person_0170,Person,0.06162433781546256,0.06162433781546256,0.9383756621845374,0.9383756621845374
person_0171,Person,0.14843542036364504,0.14843542036364504,0.8515645796363549,0.8515645796363549
person_0172,Person,0.1293918378149786,0.1293918378149786,0.8706081621850215,0.8706081621850215
person_0173,Person,0.13991032869074932,0.13991032869074932,0.8600896713092507,0.8600896713092507
person_0174,Person,0.14664237242457195,0.14664237242457195,0.853357627575428,0.853357627575428
person_0175,Person,0.09022151032684472,0.09022151032684472,0.9097784896731553,0.9097784896731553
person_0176,Person,0.07967137331350715,0.07967137331350715,0.9203286266864928,0.9203286266864928
person_0177,Person,0.1451323678756251,0.1451323678756251,0.8548676321243749,0.8548676321243749
person_0178,Person,0.07594589215201386,0.07594589215201386,0.9240541078479861,0.9240541078479861
person_0179,Person,0.10977346491890938,0.10977346491890938,0.8902265350810906,0.8902265350810906
person_0180,Person,0.12656607215124382,0.12656607215124382,0.8734339278487562,0.8734339278487562
person_0181,Person,0.12827307898224466,0.12827307898224466,0.8717269210177554,0.8717269210177554
person_0182,Person,0.06362697573299436,0.06362697573299436,0.9363730242670056,0.9363730242670056
person_0183,Person,0.14435559649755392,0.14435559649755392,0.8556444035024461,0.8556444035024461
person_0184,Person,0.09961041510590657,0.09961041510590657,0.9003895848940935,0.9003895848940935
person_0185,Person,0.12107365486460814,0.12107365486460814,0.8789263451353919,0.8789263451353919
person_0186,Person,0.0684213743236683,0.0684213743236683,0.9315786256763317,0.9315786256763317
person_0187,Person,0.07684825168839815,0.07684825168839815,0.9231517483116018,0.9231517483116018
person_0188,Person,0.11810963036308081,0.11810963036308081,0.8818903696369191,0.8818903696369191
person_0189,Person,0.09020823257227378,0.09020823257227378,0.9097917674277263,0.9097917674277263
person_0190,Person,0.08274680985630867,0.08274680985630867,0.9172531901436913,0.9172531901436913
person_0191,Person,0.11793348846070167,0.11793348846070167,0.8820665115392983,0.8820665115392983
person_0192,Person,0.11982355648557969,0.11982355648557969,0.8801764435144204,0.8801764435144204
person_0193,Person,0.13567395658366715,0.13567395658366715,0.8643260434163329,0.8643260434163329
person_0194,Person,0.0839787576189257,0.0839787576189257,0.9160212423810743,0.9160212423810743
person_0195,Person,0.12789572595539678,0.12789572595539678,0.8721042740446032,0.8721042740446032
person_0196,Person,0.11994990462425803,0.11994990462425803,0.880050095375742,0.880050095375742
person_0197,Person,0.1439042362893238,0.1439042362893238,0.8560957637106762,0.8560957637106762
person_0198,Person,0.05514797449732789,0.05514797449732789,0.9448520255026721,0.9448520255026721
person_0199,Person,0.06202861090361167,0.06202861090361167,0.9379713890963883,0.9379713890963883
person_0200,Person,0.058842233437945535,0.058842233437945535,0.9411577665620545,0.9411577665620545
person_0201,Person,0.087400686235167,0.087400686235167,0.9125993137648329,0.9125993137648329
person_0202,Person,0.10727994177054567,0.10727994177054567,0.8927200582294543,0.8927200582294543
person_0203,Person,0.10043792125069789,0.10043792125069789,0.8995620787493022,0.8995620787493022
person_0204,Person,0.05277097646563139,0.05277097646563139,0.9472290235343686,0.9472290235343686
person_0205,Person,0.05584135901680881,0.05584135901680881,0.9441586409831912,0.9441586409831912
person_0206,Person,0.08286574752542775,0.08286574752542775,0.9171342524745723,0.9171342524745723
person_0207,Person,0.0714195404019482,0.0714195404019482,0.9285804595980518,0.9285804595980518
person_0208,Person,0.11812655426836877,0.11812655426836877,0.8818734457316313,0.8818734457316313
person_0209,Person,0.10836753665785553,0.10836753665785553,0.8916324633421444,0.8916324633421444
person_0210,Person,0.13507823921748363,0.13507823921748363,0.8649217607825164,0.8649217607825164
person_0211,Person,0.1123539811492868,0.1123539811492868,0.8876460188507131,0.8876460188507131
person_0212,Person,0.07455839027618749,0.07455839027618749,0.9254416097238125,0.9254416097238125
person_0213,Person,0.10264811795877804,0.10264811795877804,0.897351882041222,0.897351882041222
person_0214,Person,0.06506590677399593,0.06506590677399593,0.9349340932260041,0.9349340932260041
person_0215,Person,0.11992635812048524,0.11992635812048524,0.8800736418795148,0.8800736418795148
person_0216,Person,0.07924232025120281,0.07924232025120281,0.9207576797487972,0.9207576797487972
person_0217,Person,0.0694223840065113,0.0694223840065113,0.9305776159934886,0.9305776159934886
person_0218,Person,0.058525882618409464,0.058525882618409464,0.9414741173815906,0.9414741173815906
person_0219,Person,0.09376140504130909,0.09376140504130909,0.9062385949586909,0.9062385949586909
person_0220,Person,0.05322138114533731,0.05322138114533731,0.9467786188546627,0.9467786188546627
person_0221,Person,0.09427132418007267,0.09427132418007267,0.9057286758199273,0.9057286758199273
person_0222,Person,0.13659072489409224,0.13659072489409224,0.8634092751059077,0.8634092751059077
person_0223,Person,0.12571414839104145,0.12571414839104145,0.8742858516089586,0.8742858516089586
person_0224,Person,0.12966632669399458,0.12966632669399458,0.8703336733060054,0.8703336733060054
person_0225,Person,0.08532941484520551,0.08532941484520551,0.9146705851547945,0.9146705851547945
person_0226,Person,0.05777738954887779,0.05777738954887779,0.9422226104511222,0.9422226104511222
person_0227,Person,0.06528666140803879,0.06528666140803879,0.9347133385919613,0.9347133385919613
person_0228,Person,0.14075360034731366,0.14075360034731366,0.8592463996526863,0.8592463996526863
person_0229,Person,0.07754152876927978,0.07754152876927978,0.9224584712307202,0.9224584712307202
person_0230,Person,0.13095183815692618,0.13095183815692618,0.8690481618430739,0.8690481618430739
person_0231,Person,0.1231538412145019,0.1231538412145019,0.8768461587854981,0.8768461587854981
person_0232,Person,0.08263280793654215,0.08263280793654215,0.9173671920634578,0.9173671920634578
person_0233,Person,0.08970779550109242,0.08970779550109242,0.9102922044989076,0.9102922044989076
person_0234,Person,0.062637954151046,0.062637954151046,0.937362045848954,0.937362045848954
person_0235,Person,0.13118367060672448,0.13118367060672448,0.8688163293932756,0.8688163293932756
person_0236,Person,0.07383035824627898,0.07383035824627898,0.9261696417537211,0.9261696417537211
person_0237,Person,0.07756947601478509,0.07756947601478509,0.9224305239852149,0.9224305239852149
person_0238,Person,0.09411495237274725,0.09411495237274725,0.9058850476272527,0.9058850476272527
person_0239,Person,0.10206057935290852,0.10206057935290852,0.8979394206470914,0.8979394206470914
person_0240,Person,0.0630526148475462,0.0630526148475462,0.9369473851524538,0.9369473851524538
person_0241,Person,0.1167035689181179,0.1167035689181179,0.883296431081882,0.883296431081882
person_0242,Person,0.054298023947332685,0.054298023947332685,0.9457019760526673,0.9457019760526673
person_0243,Person,0.14846662937715072,0.14846662937715072,0.8515333706228493,0.8515333706228493
person_0244,Person,0.05628402367977525,0.05628402367977525,0.9437159763202247,0.9437159763202247
person_0245,Person,0.05379224438855412,0.05379224438855412,0.9462077556114459,0.9462077556114459
person_0246,Person,0.13826838005566655,0.13826838005566655,0.8617316199443334,0.8617316199443334
person_0247,Person,0.05004279929821881,0.05004279929821881,0.9499572007017811,0.9499572007017811
person_0248,Person,0.10210791236576344,0.10210791236576344,0.8978920876342366,0.8978920876342366
person_0249,Person,0.12574068181542586,0.12574068181542586,0.8742593181845741,0.8742593181845741
person_0250,Person,0.0895598465921219,0.0895598465921219,0.9104401534078781,0.9104401534078781
person_0251,Person,0.12954868570221068,0.12954868570221068,0.8704513142977893,0.8704513142977893
person_0252,Person,0.05848735404064437,0.05848735404064437,0.9415126459593557,0.9415126459593557
person_0253,Person,0.09479207074521856,0.09479207074521856,0.9052079292547814,0.9052079292547814
person_0254,Person,0.07244861179362294,0.07244861179362294,0.9275513882063771,0.9275513882063771
person_0255,Person,0.11193382556270776,0.11193382556270776,0.8880661744372922,0.8880661744372922
person_0256,Person,0.09663498725837372,0.09663498725837372,0.9033650127416263,0.9033650127416263
person_0257,Person,0.11407404444484243,0.11407404444484243,0.8859259555551575,0.8859259555551575
person_0258,Person,0.12384383726146475,0.12384383726146475,0.8761561627385352,0.8761561627385352
person_0259,Person,0.09871834599762264,0.09871834599762264,0.9012816540023774,0.9012816540023774
person_0260,Person,0.10027227068990169,0.10027227068990169,0.8997277293100983,0.8997277293100983
person_0261,Person,0.140139176843452,0.140139176843452,0.859860823156548,0.859860823156548
person_0262,Person,0.05186815431534231,0.05186815431534231,0.9481318456846577,0.9481318456846577
person_0263,Person,0.10305095779774415,0.10305095779774415,0.8969490422022559,0.8969490422022559
person_0264,Person,0.06602688184363148,0.06602688184363148,0.9339731181563685,0.9339731181563685
person_0265,Person,0.05856695011025109,0.05856695011025109,0.941433049889749,0.941433049889749
person_0266,Person,0.11292950785687417,0.11292950785687417,0.8870704921431258,0.8870704921431258
person_0267,Person,0.10860698294213755,0.10860698294213755,0.8913930170578624,0.8913930170578624
person_0268,Person,0.09374752725356456,0.09374752725356456,0.9062524727464354,0.9062524727464354
person_0269,Person,0.1278725901683775,0.1278725901683775,0.8721274098316225,0.8721274098316225
person_0270,Person,0.13540772868974515,0.13540772868974515,0.8645922713102548,0.8645922713102548
person_0271,Person,0.12392258900902303,0.12392258900902303,0.876077410990977,0.876077410990977
person_0272,Person,0.05652417497036466,0.05652417497036466,0.9434758250296353,0.9434758250296353
person_0273,Person,0.09208570739625999,0.09208570739625999,0.90791429260374,0.90791429260374
person_0274,Person,0.10824219264448265,0.10824219264448265,0.8917578073555174,0.8917578073555174
person_0275,Person,0.13475885898158568,0.13475885898158568,0.8652411410184143,0.8652411410184143
person_0276,Person,0.11701347140221402,0.11701347140221402,0.882986528597786,0.882986528597786
person_0277,Person,0.1120160225258846,0.1120160225258846,0.8879839774741154,0.8879839774741154
person_0278,Person,0.06666372847130148,0.06666372847130148,0.9333362715286986,0.9333362715286986
person_0279,Person,0.10006985176306776,0.10006985176306776,0.8999301482369322,0.8999301482369322
person_0280,Person,0.08453920338789778,0.08453920338789778,0.9154607966121022,0.9154607966121022
person_0281,Person,0.0815153387654094,0.0815153387654094,0.9184846612345906,0.9184846612345906
person_0282,Person,0.12426732423651171,0.12426732423651171,0.8757326757634882,0.8757326757634882
person_0283,Person,0.06784080603076437,0.06784080603076437,0.9321591939692356,0.9321591939692356
person_0284,Person,0.05334917327496563,0.05334917327496563,0.9466508267250344,0.9466508267250344
person_0285,Person,0.08583055456012928,0.08583055456012928,0.9141694454398708,0.9141694454398708
person_0286,Person,0.10094044174192174,0.10094044174192174,0.8990595582580783,0.8990595582580783
person_0287,Person,0.13317663540484592,0.13317663540484592,0.8668233645951541,0.8668233645951541
person_0288,Person,0.07050244856463661,0.07050244856463661,0.9294975514353634,0.9294975514353634
person_0289,Person,0.13307342891398183,0.13307342891398183,0.8669265710860181,0.8669265710860181
person_0290,Person,0.07796864692379063,0.07796864692379063,0.9220313530762094,0.9220313530762094
person_0291,Person,0.10116836787458677,0.10116836787458677,0.8988316321254133,0.8988316321254133
person_0292,Person,0.0583100610305633,0.0583100610305633,0.9416899389694366,0.9416899389694366
person_0293,Person,0.09578631446486452,0.09578631446486452,0.9042136855351355,0.9042136855351355
person_0294,Person,0.08581905368176335,0.08581905368176335,0.9141809463182367,0.9141809463182367
person_0295,Person,0.14412679484192703,0.14412679484192703,0.855873205158073,0.855873205158073
person_0296,Person,0.14661762428353098,0.14661762428353098,0.853382375716469,0.853382375716469
person_0297,Person,0.06533026168172773,0.06533026168172773,0.9346697383182723,0.9346697383182723
person_0298,Person,0.05548118887991016,0.05548118887991016,0.9445188111200898,0.9445188111200898
person_0299,Person,0.08317844566068472,0.08317844566068472,0.9168215543393152,0.9168215543393152
person_0300,Person,0.07356611564279808,0.07356611564279808,0.926433884357202,0.926433884357202
person_0301,Person,0.10876077775844073,0.10876077775844073,0.8912392222415593,0.8912392222415593
person_0302,Person,0.06574552831746516,0.06574552831746516,0.9342544716825348,0.9342544716825348
person_0303,Person,0.12685666079225544,0.12685666079225544,0.8731433392077446,0.8731433392077446
person_0304,Person,0.079283043629654,0.079283043629654,0.920716956370346,0.920716956370346
person_0305,Person,0.14908585383093387,0.14908585383093387,0.8509141461690661,0.8509141461690661
person_0306,Person,0.09942670803069348,0.09942670803069348,0.9005732919693066,0.9005732919693066
person_0307,Person,0.11267993073131882,0.11267993073131882,0.8873200692686811,0.8873200692686811
person_0308,Person,0.08821647641231972,0.08821647641231972,0.9117835235876803,0.9117835235876803
person_0309,Person,0.08332452704466603,0.08332452704466603,0.9166754729553339,0.9166754729553339
person_0310,Person,0.08834806389156619,0.08834806389156619,0.9116519361084339,0.9116519361084339
person_0311,Person,0.10167958463781751,0.10167958463781751,0.8983204153621824,0.8983204153621824
person_0312,Person,0.10121456159969289,0.10121456159969289,0.8987854384003071,0.8987854384003071
person_0313,Person,0.14933876430078413,0.14933876430078413,0.8506612356992158,0.8506612356992158
person_0314,Person,0.09483564390887433,0.09483564390887433,0.9051643560911257,0.9051643560911257
person_0315,Person,0.1488149031872108,0.1488149031872108,0.8511850968127892,0.8511850968127892
person_0316,Person,0.09705823531583496,0.09705823531583496,0.9029417646841651,0.9029417646841651
person_0317,Person,0.1225259262802168,0.1225259262802168,0.8774740737197833,0.8774740737197833
